ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade
TXN000099,2023-09-03,6155.0,Ficção Científica,Livros,18.43,1
TXN000100,2023-08-19,3664.0,Jogo de Panelas,Casa e Cozinha,95.23,2
TXN000101,2024-05-25,3103.0,Corda de Pular,Esportes,43.07,4
TXN000102,2024-04-28,3927.0,Talheres,Casa e Cozinha,512.76,5
TXN000103,2024-06-04,7216.0,Smartwatch,Eletrônicos,662.99,4
TXN000104,2023-12-15,4853.0,Ficção Científica,Livros,83.66,3
TXN000105,2024-08-24,9666.0,Talheres,Casa e Cozinha,726.98,4
TXN000106,2023-12-20,4770.0,Mochila,Esportes,168.34,3
TXN000107,2023-07-13,5315.0,Mochila,Esportes,260.97,4
TXN000108,2023-02-14,9479.0,Abajur,Casa e Cozinha,606.89,2
TXN000109,2024-05-22,9928.0,Tênis,Roupas,129.82,4
TXN000110,2023-04-13,4346.0,Liquidificador,Casa e Cozinha,70.81,4
TXN000111,2024-11-01,2084.0,Teclado,Eletrônicos,615.02,3
TXN000112,2023-12-13,6559.0,Caixa de Som,Eletrônicos,364.38,5
TXN000113,2024-01-25,9479.0,Liquidificador,Casa e Cozinha,744.46,2
TXN000114,2024-10-08,9727.0,Calça Jeans,Roupas,407.9,1
TXN000115,2024-10-10,2307.0,Talheres,Casa e Cozinha,510.39,1
TXN000116,2023-02-17,4681.0,Smartwatch,Eletrônicos,1749.35,4
TXN000117,2023-05-30,9317.0,Mochila,Esportes,487.11,2
TXN000118,2023-06-24,5040.0,Mouse,Eletrônicos,413.81,2
TXN000119,2024-05-24,5905.0,Vestido,Roupas,448.43,3
TXN000120,2024-04-15,3646.0,Teclado,Eletrônicos,1101.72,5
TXN000121,2023-06-11,5333.0,Cortina,Casa e Cozinha,647.88,3
TXN000122,2024-10-16,2604.0,Aventura,Livros,135.97,2
TXN000123,2024-01-29,1936.0,Tablet,Eletrônicos,670.11,3
TXN000124,2024-08-11,3705.0,Ficção Científica,Livros,29.86,4
TXN000125,2023-10-09,4657.0,Bola de Futebol,Esportes,156.06,4
TXN000126,2023-10-21,5808.0,Garrafa Térmica,Esportes,270.59,2
TXN000127,2024-09-27,4258.0,Calça Jeans,Roupas,412.65,1
TXN000128,2023-11-13,8956.0,Caixa de Som,Eletrônicos,1728.42,1
TXN000129,2023-10-30,2049.0,Talheres,Casa e Cozinha,15.49,5
TXN000130,2024-01-10,4910.0,Corda de Pular,Esportes,318.68,3
TXN000131,2024-05-08,3705.0,Romance,Livros,71.35,1
TXN000132,2023-05-25,6573.0,Cortina,Casa e Cozinha,185.47,4
TXN000133,2023-01-15,9005.0,Luva de Boxe,Esportes,93.92,3
TXN000134,2024-08-21,6804.0,Romance,Livros,60.58,4
TXN000135,2023-01-26,6718.0,Programação em Python,Livros,142.29,4
TXN000136,2024-12-18,7932.0,Jogo de Panelas,Casa e Cozinha,265.33,1
TXN000137,2023-11-08,3579.0,Fone de Ouvido,Eletrônicos,1061.64,5
TXN000138,2023-05-19,8651.0,Cortina,Casa e Cozinha,565.38,5
TXN000139,2024-03-05,2084.0,Jogo de Panelas,Casa e Cozinha,297.27,5
TXN000140,2024-02-22,2290.0,Caixa de Som,Eletrônicos,1944.98,4
TXN000141,2023-08-30,9834.0,Caixa de Som,Eletrônicos,1926.77,3
TXN000142,2023-03-04,6559.0,Programação em Python,Livros,48.99,4
TXN000143,2023-04-04,8668.0,Bola de Futebol,Esportes,310.92,3
TXN000144,2023-09-07,3803.0,Halter,Esportes,198.01,5
TXN000145,2023-08-01,5119.0,Tênis,Roupas,156.72,5
TXN000146,2023-01-03,1949.0,Jaqueta,Roupas,37.71,2
TXN000147,2023-04-23,4582.0,Camiseta,Roupas,312.59,2
TXN000148,2024-08-25,5061.0,Carregador,Eletrônicos,1030.22,2
TXN000149,2024-03-07,4346.0,Fone de Ouvido,Eletrônicos,150.38,3
TXN000150,2024-06-09,5554.0,Cama,Casa e Cozinha,230.13,1
TXN000151,2024-11-05,9565.0,Aventura,Livros,137.62,1
TXN000152,2023-03-04,1998.0,Abajur,Casa e Cozinha,199.25,4
TXN000153,2024-12-30,4502.0,Fone de Ouvido,Eletrônicos,332.55,2
TXN000154,2023-03-09,3803.0,História,Livros,81.08,5
TXN000155,2024-06-27,8787.0,Abajur,Casa e Cozinha,788.66,1
TXN000156,2024-11-01,2200.0,Boné,Roupas,136.19,2
TXN000157,2024-02-28,2163.0,Abajur,Casa e Cozinha,540.99,1
TXN000158,2023-11-17,1828.0,Data Science,Livros,117.82,2
TXN000159,2024-12-04,4566.0,Fone de Ouvido,Eletrônicos,513.39,1
TXN000160,2024-03-18,4733.0,Autoajuda,Livros,113.31,5
TXN000161,2024-07-29,6718.0,Romance,Livros,64.65,4
TXN000162,2023-02-22,9727.0,Corda de Pular,Esportes,388.58,5
TXN000163,2024-06-03,8668.0,Casaco,Roupas,324.09,1
TXN000164,2023-12-25,4492.0,Romance,Livros,87.33,5
TXN000165,2023-08-20,9856.0,Bola de Futebol,Esportes,76.92,3
TXN000166,2023-01-30,8019.0,Data Science,Livros,127.77,3
TXN000167,2023-01-07,8019.0,Boné,Roupas,173.97,1
TXN000168,2023-04-04,4910.0,Boné,Roupas,109.53,3
TXN000169,2023-06-11,8749.0,História,Livros,20.5,5
TXN000170,2024-09-02,2291.0,Carregador,Eletrônicos,1202.24,5
TXN000171,2023-02-20,3045.0,Aventura,Livros,106.47,4
TXN000172,2024-09-13,8886.0,Toalha,Casa e Cozinha,23.1,5
TXN000173,2023-04-27,2104.0,Jogo de Panelas,Casa e Cozinha,414.55,5
TXN000174,2024-05-13,4346.0,Ficção Científica,Livros,45.58,5
TXN000175,2023-02-26,5012.0,Meias,Roupas,329.68,2
TXN000176,2023-09-19,3060.0,Romance,Livros,38.54,0
TXN000177,2024-03-16,5040.0,Boné,Roupas,351.65,2
TXN000178,2024-05-27,3170.0,Romance,Livros,67.21,1
TXN000179,2024-03-22,7912.0,Jogo de Panelas,Casa e Cozinha,750.02,5
TXN000180,2024-03-15,8179.0,Abajur,Casa e Cozinha,118.64,4
TXN000181,2023-01-22,4681.0,Casaco,Roupas,183.71,3
TXN000182,2023-04-01,3724.0,Tablet,Eletrônicos,271.27,4
TXN000183,2024-06-20,9785.0,Toalha,Casa e Cozinha,740.51,2
TXN000184,2023-12-08,3340.0,Fone de Ouvido,Eletrônicos,1760.81,2
TXN000185,2023-12-24,2160.0,Vestido,Roupas,143.81,3
TXN000186,2023-07-22,,Tapete de Yoga,Esportes,404.49,1
TXN000187,2023-07-01,3579.0,Cafeteira,Casa e Cozinha,655.61,5
TXN000188,2024-10-20,5061.0,Autoajuda,Livros,89.95,4
TXN000189,2024-03-28,4470.0,Ficção Científica,Livros,86.5,1
TXN000190,2023-11-14,5673.0,Liquidificador,Casa e Cozinha,201.06,3
TXN000191,2023-03-20,4150.0,Mochila,Esportes,78.53,5
TXN000192,2023-02-12,3697.0,Halter,Esportes,540.9,4
TXN000193,2024-05-28,7572.0,Teclado,Eletrônicos,1805.82,3
TXN000194,2023-03-28,2113.0,Camiseta,Roupas,323.89,4
TXN000195,2024-03-25,5272.0,Tapete de Yoga,Esportes,219.94,3
TXN000196,2024-02-01,8350.0,Ficção Científica,Livros,62.14,3
TXN000197,2023-03-09,6539.0,Mouse,Eletrônicos,,5
TXN000198,2023-06-03,4770.0,Carregador,Eletrônicos,1799.37,3
TXN000199,2024-11-02,2612.0,Calça Jeans,Roupas,445.8,4
TXN000200,2024-10-20,6539.0,Calça Jeans,Roupas,394.34,4
TXN000201,2024-06-04,9834.0,Caixa de Som,Eletrônicos,1301.96,2
TXN000202,2023-12-16,1821.0,Vestido,Roupas,60.39,2
TXN000203,2023-03-21,3705.0,Smartphone,Eletrônicos,365.18,5
TXN000204,2023-05-15,2545.0,Jaqueta,Roupas,451.31,5
TXN000205,2023-06-19,7658.0,Mouse,Eletrônicos,1232.54,2
TXN000206,2024-03-30,8962.0,Cama,Casa e Cozinha,17.27,3
TXN000207,2024-04-25,2489.0,Aventura,Livros,28.7,3
TXN000208,2024-01-27,2122.0,Mochila,Esportes,406.51,2
TXN000209,2024-09-11,5422.0,Ficção Científica,Livros,15.68,3
TXN000210,2024-07-21,4814.0,Luva de Boxe,Esportes,117.46,2
TXN000211,2023-10-07,3697.0,Tapete de Yoga,Esportes,340.52,1
TXN000212,2023-08-16,3697.0,Ficção Científica,Livros,108.41,4
TXN000213,2024-05-29,4119.0,Boné,Roupas,332.94,3
TXN000214,2023-08-18,4811.0,Romance,Livros,45.28,3
TXN000215,2023-05-30,5422.0,Smartwatch,Eletrônicos,1438.75,4
TXN000216,2024-12-13,4598.0,Cafeteira,Casa e Cozinha,197.43,1
TXN000217,2023-01-20,9837.0,Jaqueta,Roupas,176.19,5
TXN000218,2024-06-24,8260.0,Smartwatch,Eletrônicos,1505.66,1
TXN000219,2023-02-18,5315.0,Cafeteira,Casa e Cozinha,523.21,4
TXN000220,2024-09-03,3144.0,Tablet,Eletrônicos,1705.99,3
TXN000221,2024-03-15,2824.0,Garrafa Térmica,Esportes,403.13,4
TXN000222,2023-07-11,2291.0,Garrafa Térmica,Esportes,351.78,5
TXN000223,2024-07-11,4853.0,Bola de Futebol,Esportes,78.86,4
TXN000224,2023-02-14,8651.0,Data Science,Livros,64.64,3
TXN000225,2023-03-11,2104.0,Calça Jeans,Roupas,147.3,3
TXN000226,2023-05-17,5557.0,História,Livros,47.94,2
TXN000227,2024-12-02,7930.0,Talheres,Casa e Cozinha,778.68,1
TXN000228,2024-04-13,9928.0,Programação em Python,Livros,68.07,2
TXN000229,2023-02-12,8177.0,Biografia,Livros,135.43,5
TXN000230,2024-04-29,7126.0,Tablet,Eletrônicos,1280.72,1
TXN000231,2024-11-02,1344.0,Romance,Livros,122.3,4
TXN000232,2024-02-14,8956.0,Cortina,Casa e Cozinha,407.08,4
TXN000233,2024-12-09,9320.0,Data Science,Livros,92.88,4
TXN000234,2023-03-22,1241.0,Tapete de Yoga,Esportes,308.2,3
TXN000235,2023-04-16,9785.0,Data Science,Livros,41.36,5
TXN000236,2024-03-12,8517.0,Cortina,Casa e Cozinha,580.74,3
TXN000237,2024-09-21,4872.0,Ficção Científica,Livros,52.9,4
TXN000238,2024-01-08,5033.0,Camiseta,Roupas,,5
TXN000239,2024-11-25,,Carregador,Eletrônicos,1308.67,3
TXN000240,2024-01-06,7939.0,Bola de Futebol,Esportes,126.84,4
TXN000241,2024-01-15,7669.0,Jogo de Panelas,Casa e Cozinha,752.96,5
TXN000242,2024-01-11,6559.0,Data Science,Livros,143.78,1
TXN000243,2023-01-27,4593.0,Abajur,Casa e Cozinha,732.74,1
TXN000244,2023-09-26,1009.0,Cama,Casa e Cozinha,302.43,3
TXN000245,2024-12-11,9701.0,Calça Jeans,Roupas,27.42,1
TXN000246,2024-04-07,3287.0,Jogo de Panelas,Casa e Cozinha,743.37,3
TXN000247,2024-11-14,1514.0,Smartwatch,Eletrônicos,884.96,2
TXN000248,2024-12-29,5040.0,Programação em Python,Livros,145.5,2
TXN000249,2023-05-23,1053.0,Liquidificador,Casa e Cozinha,771.26,5
TXN000250,2024-01-13,3536.0,Tapete de Yoga,Esportes,515.48,1
TXN000251,2023-03-09,6107.0,Cafeteira,Casa e Cozinha,242.61,4
TXN000252,2024-08-11,5333.0,Tênis,Roupas,204.85,4
TXN000253,2024-04-22,2343.0,Autoajuda,Livros,129.9,5
TXN000254,2024-10-17,7543.0,Boné,Roupas,172.12,1
TXN000255,2023-05-08,7868.0,Meias,Roupas,101.36,3
TXN000256,2024-12-27,6573.0,Data Science,Livros,90.17,3
TXN000257,2023-07-21,2200.0,Autoajuda,Livros,141.38,5
TXN000258,2024-06-30,2139.0,Tapete de Yoga,Esportes,425.22,5
TXN000259,2023-06-07,5339.0,Garrafa Térmica,Esportes,352.79,5
TXN000260,2023-02-12,4811.0,Smartphone,Eletrônicos,239.49,5
TXN000261,2023-09-29,7252.0,Mochila,Esportes,,1
TXN000262,2024-05-24,1152.0,Data Science,Livros,148.66,4
TXN000263,2023-11-01,1035.0,Smartphone,Eletrônicos,323.16,4
TXN000264,2024-05-10,7930.0,Tênis,Roupas,268.8,3
TXN000265,2023-11-23,2104.0,Talheres,Casa e Cozinha,703.12,5
TXN000266,2024-07-29,7227.0,Programação em Python,Livros,115.0,3
TXN000267,2024-04-05,2743.0,Calça Jeans,Roupas,354.57,4
TXN000268,2024-09-22,5092.0,Jaqueta,Roupas,357.19,5
TXN000269,2023-11-17,9348.0,Casaco,Roupas,192.56,4
TXN000270,2024-05-25,4295.0,Liquidificador,Casa e Cozinha,241.94,4
TXN000271,2024-06-01,5345.0,Vestido,Roupas,408.49,1
TXN000272,2023-02-21,2403.0,Cafeteira,Casa e Cozinha,649.99,1
TXN000273,2023-04-21,1241.0,Meias,Roupas,436.19,4
TXN000274,2024-01-10,1106.0,Liquidificador,Casa e Cozinha,731.46,2
TXN000275,2024-01-07,9808.0,Romance,Livros,84.03,4
TXN000276,2024-07-17,2290.0,Luva de Boxe,Esportes,313.37,1
TXN000277,2024-02-08,4119.0,História,Livros,122.77,2
TXN000278,2024-09-08,7615.0,Liquidificador,Casa e Cozinha,523.47,2
TXN000279,2024-12-31,4770.0,Cafeteira,Casa e Cozinha,564.55,5
TXN000280,2023-05-24,2049.0,Garrafa Térmica,Esportes,482.58,5
TXN000281,2023-11-03,1117.0,Tênis de Corrida,Esportes,536.75,3
TXN000282,2024-05-01,2424.0,História,Livros,60.63,4
TXN000283,2024-08-20,4295.0,Teclado,Eletrônicos,782.39,5
TXN000284,2024-08-14,2827.0,Teclado,Eletrônicos,233.26,5
TXN000285,2024-01-25,1525.0,Camiseta,Roupas,297.57,1
TXN000286,2023-07-15,7912.0,Cortina,Casa e Cozinha,38.39,4
TXN000287,2024-12-08,7916.0,Cafeteira,Casa e Cozinha,377.82,1
TXN000288,2024-12-23,5422.0,Halter,Esportes,337.02,4
TXN000289,2024-06-22,2545.0,Autoajuda,Livros,53.68,5
TXN000290,2023-12-17,1152.0,Data Science,Livros,94.76,2
TXN000291,2023-09-10,4946.0,Corda de Pular,Esportes,42.54,3
TXN000292,2023-10-23,7304.0,Cortina,Casa e Cozinha,39.51,5
TXN000293,2023-10-08,9727.0,Mouse,Eletrônicos,1654.07,4
TXN000294,2023-12-20,4752.0,Ficção Científica,Livros,63.63,1
TXN000295,2023-12-21,8886.0,Aventura,Livros,32.15,5
TXN000296,2023-10-05,6718.0,Autoajuda,Livros,85.5,5
TXN000297,2023-09-03,3927.0,Tablet,Eletrônicos,1551.49,1
TXN000298,2023-04-13,4006.0,Aventura,Livros,44.14,2
TXN000299,2023-01-06,2638.0,Boné,Roupas,318.99,4
TXN000300,2024-05-03,,História,Livros,26.52,1
TXN000301,2023-04-02,8179.0,Camiseta,Roupas,44.81,2
TXN000302,2024-03-03,9830.0,Mouse,Eletrônicos,1086.14,2
TXN000303,2023-10-24,7873.0,Smartwatch,Eletrônicos,1104.24,1
TXN000304,2023-12-10,8962.0,Cafeteira,Casa e Cozinha,513.57,2
TXN000305,2024-05-31,3536.0,Programação em Python,Livros,113.02,3
TXN000306,2023-06-16,5345.0,Autoajuda,Livros,146.74,3
TXN000307,2023-10-30,7054.0,Jaqueta,Roupas,267.82,4
TXN000308,2024-03-13,1651.0,Romance,Livros,58.6,1
TXN000309,2023-07-09,4598.0,Cortina,Casa e Cozinha,638.2,1
TXN000310,2023-09-25,7939.0,Casaco,Roupas,150.0,3
TXN000311,2023-11-06,5905.0,Bola de Futebol,Esportes,277.41,3
TXN000312,2024-12-10,8433.0,Fone de Ouvido,Eletrônicos,202.99,2
TXN000313,2024-02-20,2122.0,Romance,Livros,18.42,3
TXN000314,2024-01-12,9797.0,Jaqueta,Roupas,482.07,4
TXN000315,2024-09-12,4119.0,Cafeteira,Casa e Cozinha,670.42,2
TXN000316,2023-09-11,3045.0,Tênis de Corrida,Esportes,425.19,3
TXN000317,2023-03-21,,Smartphone,Eletrônicos,847.46,5
TXN000318,2023-07-27,8179.0,Tapete de Yoga,Esportes,124.64,5
TXN000319,2024-03-28,7065.0,Casaco,Roupas,95.09,5
TXN000320,2024-04-01,3547.0,Talheres,Casa e Cozinha,207.69,4
TXN000321,2024-07-31,4527.0,Tênis de Corrida,Esportes,340.81,3
TXN000322,2023-01-23,7596.0,Ficção Científica,Livros,111.47,5
TXN000323,2023-03-16,1106.0,Cortina,Casa e Cozinha,531.56,5
TXN000324,2023-03-03,6881.0,Liquidificador,Casa e Cozinha,231.15,2
TXN000325,2023-05-19,2235.0,Biografia,Livros,143.91,4
TXN000326,2024-01-20,3045.0,Tapete de Yoga,Esportes,449.29,3
TXN000327,2023-05-02,5304.0,Mochila,Esportes,343.75,2
TXN000328,2023-01-04,1488.0,Aventura,Livros,97.58,5
TXN000329,2024-03-10,5351.0,Cama,Casa e Cozinha,341.48,3
TXN000330,2023-06-08,1949.0,Calça Jeans,Roupas,138.91,4
TXN000331,2024-09-21,2424.0,Vestido,Roupas,190.87,5
TXN000332,2023-02-04,7570.0,Bola de Futebol,Esportes,460.76,1
TXN000333,2024-02-16,7658.0,Vestido,Roupas,26.91,1
TXN000334,2023-05-24,2122.0,Programação em Python,Livros,30.67,5
TXN000335,2023-11-23,5956.0,Garrafa Térmica,Esportes,51.45,2
TXN000336,2024-11-07,9565.0,Boné,Roupas,39.55,1
TXN000337,2024-07-24,5040.0,Cafeteira,Casa e Cozinha,685.81,3
TXN000338,2024-10-20,6804.0,Garrafa Térmica,Esportes,429.6,4
TXN000339,2023-06-02,9645.0,Talheres,Casa e Cozinha,384.6,4
TXN000340,2023-09-04,6573.0,Autoajuda,Livros,28.21,1
TXN000341,2024-07-29,4006.0,Talheres,Casa e Cozinha,398.38,3
TXN000342,2023-07-28,1344.0,Teclado,Eletrônicos,973.27,1
TXN000343,2024-07-02,,Smartwatch,Eletrônicos,387.74,5
TXN000344,2024-09-09,4611.0,Tablet,Eletrônicos,896.01,5
TXN000345,2024-11-18,3170.0,Casaco,Roupas,211.28,3
TXN000346,2023-11-07,9935.0,Vestido,Roupas,315.61,1
TXN000347,2024-05-05,3927.0,Halter,Esportes,390.18,2
TXN000348,2024-07-19,2982.0,Biografia,Livros,21.12,3
TXN000349,2023-11-12,1009.0,Aventura,Livros,65.57,4
TXN000350,2023-11-24,7916.0,História,Livros,99.49,5
TXN000351,2023-08-15,4752.0,Smartwatch,Eletrônicos,1031.12,5
TXN000352,2024-08-16,8579.0,Autoajuda,Livros,130.63,2
TXN000353,2024-01-24,5669.0,Casaco,Roupas,336.17,3
TXN000354,2023-09-21,9238.0,Cafeteira,Casa e Cozinha,138.72,3
TXN000355,2023-06-23,4598.0,Tênis de Corrida,Esportes,65.58,5
TXN000356,2024-10-19,6514.0,Bola de Futebol,Esportes,394.39,1
TXN000357,2024-11-15,3615.0,Mouse,Eletrônicos,101.7,2
TXN000358,2023-03-11,7572.0,Tablet,Eletrônicos,1192.26,3
TXN000359,2023-03-03,1936.0,Liquidificador,Casa e Cozinha,752.78,0
TXN000360,2024-07-18,3296.0,Smartphone,Eletrônicos,1172.17,3
TXN000361,2024-07-02,2133.0,Mouse,Eletrônicos,806.93,2
TXN000362,2023-04-20,4733.0,Tapete de Yoga,Esportes,394.89,5
TXN000363,2024-06-23,7126.0,Data Science,Livros,76.86,1
TXN000364,2024-01-18,4116.0,Cama,Casa e Cozinha,441.04,2
TXN000365,2023-11-04,3045.0,Fone de Ouvido,Eletrônicos,1885.86,4
TXN000366,2024-07-19,1958.0,Smartphone,Eletrônicos,802.9,1
TXN000367,2024-05-26,4872.0,Romance,Livros,144.76,1
TXN000368,2023-08-24,8668.0,Tênis de Corrida,Esportes,545.58,1
TXN000369,2024-12-01,2290.0,Bola de Futebol,Esportes,137.58,3
TXN000370,2023-01-17,7304.0,Tapete de Yoga,Esportes,64.88,4
TXN000371,2023-03-20,9645.0,Vestido,Roupas,68.37,4
TXN000372,2024-11-24,8491.0,Biografia,Livros,17.46,2
TXN000373,2024-12-06,9785.0,Garrafa Térmica,Esportes,79.3,4
TXN000374,2023-08-26,1711.0,Biografia,Livros,107.21,3
TXN000375,2023-01-31,6038.0,Cafeteira,Casa e Cozinha,66.24,5
TXN000376,2024-01-20,2528.0,Boné,Roupas,173.11,5
TXN000377,2023-10-30,2743.0,Fone de Ouvido,Eletrônicos,1697.51,4
TXN000378,2024-12-29,5386.0,Cortina,Casa e Cozinha,28.38,1
