ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade
TXN000090,2024-08-13,4611,Casaco,Roupas,246.66,4
TXN000091,2023-10-12,8019,Mochila,Esportes,93.77,4
TXN000092,2023-04-04,4111,Biografia,Livros,111.29,1
TXN000093,2023-06-14,6539,Cafeteira,Casa e Cozinha,611.02,4
TXN000094,2024-07-17,9928,Jogo De Panelas,Casa e Cozinha,453.41,3
TXN000095,2023-04-29,4139,Bola De Futebol,Esportes,468.31,5
TXN000096,2024-04-18,4006,Tablet,Eletrônicos,1012.9,5
TXN000097,2024-05-25,8886,Tablet,Eletrônicos,1069.33,2
TXN000098,2023-10-22,7658,Jogo De Panelas,Casa e Cozinha,347.76,5
TXN000099,2023-09-03,6155,Ficção Científica,Livros,18.43,1
TXN000100,2023-08-19,3664,Jogo De Panelas,Casa e Cozinha,95.23,2
TXN000101,2024-05-25,3103,Corda De Pular,Esportes,43.07,4
TXN000102,2024-04-28,3927,Talheres,Casa e Cozinha,512.76,5
TXN000103,2024-06-04,7216,Smartwatch,Eletrônicos,662.99,4
TXN000104,2023-12-15,4853,Ficção Científica,Livros,83.66,3
TXN000105,2024-08-24,9666,Talheres,Casa e Cozinha,726.98,4
TXN000106,2023-12-20,4770,Mochila,Esportes,168.34,3
TXN000107,2023-07-13,5315,Mochila,Esportes,260.97,4
TXN000108,2023-02-14,9479,Abajur,Casa e Cozinha,606.89,2
TXN000109,2024-05-22,9928,Tênis,Roupas,129.82,4
TXN000110,2023-04-13,4346,Liquidificador,Casa e Cozinha,70.81,4
TXN000111,2024-11-01,2084,Teclado,Eletrônicos,615.02,3
TXN000112,2023-12-13,6559,Caixa De Som,Eletrônicos,364.38,5
TXN000113,2024-01-25,9479,Liquidificador,Casa e Cozinha,744.46,2
TXN000114,2024-10-08,9727,Calça Jeans,Roupas,407.9,1
TXN000115,2024-10-10,2307,Talheres,Casa e Cozinha,510.39,1
TXN000116,2023-02-17,4681,Smartwatch,Eletrônicos,1749.35,4
TXN000117,2023-05-30,9317,Mochila,Esportes,487.11,2
TXN000118,2023-06-24,5040,Mouse,Eletrônicos,413.81,2
TXN000119,2024-05-24,5905,Vestido,Roupas,448.43,3
TXN000120,2024-04-15,3646,Teclado,Eletrônicos,1101.72,5
TXN000121,2023-06-11,5333,Cortina,Casa e Cozinha,647.88,3
TXN000122,2024-10-16,2604,Aventura,Livros,135.97,2
TXN000123,2024-01-29,1936,Tablet,Eletrônicos,670.11,3
TXN000124,2024-08-11,3705,Ficção Científica,Livros,29.86,4
TXN000125,2023-10-09,4657,Bola De Futebol,Esportes,156.06,4
TXN000126,2023-10-21,5808,Garrafa Térmica,Esportes,270.59,2
TXN000127,2024-09-27,4258,Calça Jeans,Roupas,412.65,1
TXN000128,2023-11-13,8956,Caixa De Som,Eletrônicos,1728.42,1
TXN000129,2023-10-30,2049,Talheres,Casa e Cozinha,15.49,5
TXN000130,2024-01-10,4910,Corda De Pular,Esportes,318.68,3
TXN000131,2024-05-08,3705,Romance,Livros,71.35,1
TXN000132,2023-05-25,6573,Cortina,Casa e Cozinha,185.47,4
TXN000133,2023-01-15,9005,Luva De Boxe,Esportes,93.92,3
TXN000134,2024-08-21,6804,Romance,Livros,60.58,4
TXN000135,2023-01-26,6718,Programação Em Python,Livros,142.29,4
TXN000136,2024-12-18,7932,Jogo De Panelas,Casa e Cozinha,265.33,1
TXN000137,2023-11-08,3579,Fone De Ouvido,Eletrônicos,1061.64,5
TXN000138,2023-05-19,8651,Cortina,Casa e Cozinha,565.38,5
TXN000139,2024-03-05,2084,Jogo De Panelas,Casa e Cozinha,297.27,5
TXN000140,2024-02-22,2290,Caixa De Som,Eletrônicos,1944.98,4
TXN000141,2023-08-30,9834,Caixa De Som,Eletrônicos,1926.77,3
TXN000142,2023-03-04,6559,Programação Em Python,Livros,48.99,4
TXN000143,2023-04-04,8668,Bola De Futebol,Esportes,310.92,3
TXN000144,2023-09-07,3803,Halter,Esportes,198.01,5
TXN000145,2023-08-01,5119,Tênis,Roupas,156.72,5
TXN000146,2023-01-03,1949,Jaqueta,Roupas,37.71,2
TXN000147,2023-04-23,4582,Camiseta,Roupas,312.59,2
TXN000148,2024-08-25,5061,Carregador,Eletrônicos,1030.22,2
TXN000149,2024-03-07,4346,Fone De Ouvido,Eletrônicos,150.38,3
TXN000150,2024-06-09,5554,Cama,Casa e Cozinha,230.13,1
TXN000151,2024-11-05,9565,Aventura,Livros,137.62,1
TXN000152,2023-03-04,1998,Abajur,Casa e Cozinha,199.25,4
TXN000153,2024-12-30,4502,Fone De Ouvido,Eletrônicos,332.55,2
TXN000154,2023-03-09,3803,História,Livros,81.08,5
TXN000155,2024-06-27,8787,Abajur,Casa e Cozinha,788.66,1
TXN000156,2024-11-01,2200,Boné,Roupas,136.19,2
TXN000157,2024-02-28,2163,Abajur,Casa e Cozinha,540.99,1
TXN000158,2023-11-17,1828,Data Science,Livros,117.82,2
TXN000159,2024-12-04,4566,Fone De Ouvido,Eletrônicos,513.39,1
TXN000160,2024-03-18,4733,Autoajuda,Livros,113.31,5
TXN000161,2024-07-29,6718,Romance,Livros,64.65,4
TXN000162,2023-02-22,9727,Corda De Pular,Esportes,388.58,5
TXN000163,2024-06-03,8668,Casaco,Roupas,324.09,1
TXN000164,2023-12-25,4492,Romance,Livros,87.33,5
TXN000165,2023-08-20,9856,Bola De Futebol,Esportes,76.92,3
TXN000166,2023-01-30,8019,Data Science,Livros,127.77,3
TXN000167,2023-01-07,8019,Boné,Roupas,173.97,1
TXN000168,2023-04-04,4910,Boné,Roupas,109.53,3
TXN000169,2023-06-11,8749,História,Livros,20.5,5
TXN000170,2024-09-02,2291,Carregador,Eletrônicos,1202.24,5
TXN000171,2023-02-20,3045,Aventura,Livros,106.47,4
TXN000172,2024-09-13,8886,Toalha,Casa e Cozinha,23.1,5
TXN000173,2023-04-27,2104,Jogo De Panelas,Casa e Cozinha,414.55,5
TXN000174,2024-05-13,4346,Ficção Científica,Livros,45.58,5
TXN000175,2023-02-26,5012,Meias,Roupas,329.68,2
TXN000176,2023-09-19,3060,Romance,Livros,38.54,1
TXN000177,2024-03-16,5040,Boné,Roupas,351.65,2
TXN000178,2024-05-27,3170,Romance,Livros,67.21,1
TXN000179,2024-03-22,7912,Jogo De Panelas,Casa e Cozinha,750.02,5
TXN000180,2024-03-15,8179,Abajur,Casa e Cozinha,118.64,4
TXN000181,2023-01-22,4681,Casaco,Roupas,183.71,3
TXN000182,2023-04-01,3724,Tablet,Eletrônicos,271.27,4
TXN000183,2024-06-20,9785,Toalha,Casa e Cozinha,740.51,2
TXN000184,2023-12-08,3340,Fone De Ouvido,Eletrônicos,1760.81,2
TXN000185,2023-12-24,2160,Vestido,Roupas,143.81,3
TXN000187,2023-07-01,3579,Cafeteira,Casa e Cozinha,655.61,5
TXN000188,2024-10-20,5061,Autoajuda,Livros,89.95,4
TXN000189,2024-03-28,4470,Ficção Científica,Livros,86.5,1
TXN000190,2023-11-14,5673,Liquidificador,Casa e Cozinha,201.06,3
TXN000191,2023-03-20,4150,Mochila,Esportes,78.53,5
TXN000192,2023-02-12,3697,Halter,Esportes,540.9,4
TXN000193,2024-05-28,7572,Teclado,Eletrônicos,1805.82,3
TXN000194,2023-03-28,2113,Camiseta,Roupas,323.89,4
TXN000195,2024-03-25,5272,Tapete De Yoga,Esportes,219.94,3
TXN000196,2024-02-01,8350,Ficção Científica,Livros,62.14,3
TXN000197,2023-03-09,6539,Mouse,Eletrônicos,1002.52,5
TXN000198,2023-06-03,4770,Carregador,Eletrônicos,1799.37,3
TXN000199,2024-11-02,2612,Calça Jeans,Roupas,445.8,4
TXN000200,2024-10-20,6539,Calça Jeans,Roupas,394.34,4
TXN000201,2024-06-04,9834,Caixa De Som,Eletrônicos,1301.96,2
TXN000202,2023-12-16,1821,Vestido,Roupas,60.39,2
TXN000203,2023-03-21,3705,Smartphone,Eletrônicos,365.18,5
TXN000204,2023-05-15,2545,Jaqueta,Roupas,451.31,5
TXN000205,2023-06-19,7658,Mouse,Eletrônicos,1232.54,2
TXN000206,2024-03-30,8962,Cama,Casa e Cozinha,17.27,3
TXN000207,2024-04-25,2489,Aventura,Livros,28.7,3
TXN000208,2024-01-27,2122,Mochila,Esportes,406.51,2
TXN000209,2024-09-11,5422,Ficção Científica,Livros,15.68,3
TXN000210,2024-07-21,4814,Luva De Boxe,Esportes,117.46,2
TXN000211,2023-10-07,3697,Tapete De Yoga,Esportes,340.52,1
TXN000212,2023-08-16,3697,Ficção Científica,Livros,108.41,4
TXN000213,2024-05-29,4119,Boné,Roupas,332.94,3
TXN000214,2023-08-18,4811,Romance,Livros,45.28,3
TXN000215,2023-05-30,5422,Smartwatch,Eletrônicos,1438.75,4
TXN000216,2024-12-13,4598,Cafeteira,Casa e Cozinha,197.43,1
TXN000217,2023-01-20,9837,Jaqueta,Roupas,176.19,5
TXN000218,2024-06-24,8260,Smartwatch,Eletrônicos,1505.66,1
TXN000219,2023-02-18,5315,Cafeteira,Casa e Cozinha,523.21,4
TXN000220,2024-09-03,3144,Tablet,Eletrônicos,1705.99,3
TXN000221,2024-03-15,2824,Garrafa Térmica,Esportes,403.13,4
TXN000222,2023-07-11,2291,Garrafa Térmica,Esportes,351.78,5
TXN000223,2024-07-11,4853,Bola De Futebol,Esportes,78.86,4
TXN000224,2023-02-14,8651,Data Science,Livros,64.64,3
TXN000225,2023-03-11,2104,Calça Jeans,Roupas,147.3,3
TXN000226,2023-05-17,5557,História,Livros,47.94,2
TXN000227,2024-12-02,7930,Talheres,Casa e Cozinha,778.68,1
TXN000228,2024-04-13,9928,Programação Em Python,Livros,68.07,2
TXN000229,2023-02-12,8177,Biografia,Livros,135.43,5
TXN000230,2024-04-29,7126,Tablet,Eletrônicos,1280.72,1
TXN000231,2024-11-02,1344,Romance,Livros,122.3,4
TXN000232,2024-02-14,8956,Cortina,Casa e Cozinha,407.08,4
TXN000233,2024-12-09,9320,Data Science,Livros,92.88,4
TXN000234,2023-03-22,1241,Tapete De Yoga,Esportes,308.2,3
TXN000235,2023-04-16,9785,Data Science,Livros,41.36,5
TXN000236,2024-03-12,8517,Cortina,Casa e Cozinha,580.74,3
TXN000237,2024-09-21,4872,Ficção Científica,Livros,52.9,4
TXN000238,2024-01-08,5033,Camiseta,Roupas,262.9,5
TXN000240,2024-01-06,7939,Bola De Futebol,Esportes,126.84,4
TXN000241,2024-01-15,7669,Jogo De Panelas,Casa e Cozinha,752.96,5
TXN000242,2024-01-11,6559,Data Science,Livros,143.78,1
TXN000243,2023-01-27,4593,Abajur,Casa e Cozinha,732.74,1
TXN000244,2023-09-26,1009,Cama,Casa e Cozinha,302.43,3
TXN000245,2024-12-11,9701,Calça Jeans,Roupas,27.42,1
TXN000246,2024-04-07,3287,Jogo De Panelas,Casa e Cozinha,743.37,3
TXN000247,2024-11-14,1514,Smartwatch,Eletrônicos,884.96,2
TXN000248,2024-12-29,5040,Programação Em Python,Livros,145.5,2
TXN000249,2023-05-23,1053,Liquidificador,Casa e Cozinha,771.26,5
TXN000250,2024-01-13,3536,Tapete De Yoga,Esportes,515.48,1
TXN000251,2023-03-09,6107,Cafeteira,Casa e Cozinha,242.61,4
TXN000252,2024-08-11,5333,Tênis,Roupas,204.85,4
TXN000253,2024-04-22,2343,Autoajuda,Livros,129.9,5
TXN000254,2024-10-17,7543,Boné,Roupas,172.12,1
TXN000255,2023-05-08,7868,Meias,Roupas,101.36,3
TXN000256,2024-12-27,6573,Data Science,Livros,90.17,3
TXN000257,2023-07-21,2200,Autoajuda,Livros,141.38,5
TXN000258,2024-06-30,2139,Tapete De Yoga,Esportes,425.22,5
TXN000259,2023-06-07,5339,Garrafa Térmica,Esportes,352.79,5
TXN000260,2023-02-12,4811,Smartphone,Eletrônicos,239.49,5
TXN000261,2023-09-29,7252,Mochila,Esportes,311.21,1
TXN000262,2024-05-24,1152,Data Science,Livros,148.66,4
TXN000263,2023-11-01,1035,Smartphone,Eletrônicos,323.16,4
TXN000264,2024-05-10,7930,Tênis,Roupas,268.8,3
TXN000265,2023-11-23,2104,Talheres,Casa e Cozinha,703.12,5
TXN000266,2024-07-29,7227,Programação Em Python,Livros,115.0,3
TXN000267,2024-04-05,2743,Calça Jeans,Roupas,354.57,4
TXN000268,2024-09-22,5092,Jaqueta,Roupas,357.19,5
TXN000269,2023-11-17,9348,Casaco,Roupas,192.56,4
TXN000270,2024-05-25,4295,Liquidificador,Casa e Cozinha,241.94,4
TXN000271,2024-06-01,5345,Vestido,Roupas,408.49,1
TXN000272,2023-02-21,2403,Cafeteira,Casa e Cozinha,649.99,1
TXN000273,2023-04-21,1241,Meias,Roupas,436.19,4
TXN000274,2024-01-10,1106,Liquidificador,Casa e Cozinha,731.46,2
TXN000275,2024-01-07,9808,Romance,Livros,84.03,4
TXN000276,2024-07-17,2290,Luva De Boxe,Esportes,313.37,1
TXN000277,2024-02-08,4119,História,Livros,122.77,2
TXN000278,2024-09-08,7615,Liquidificador,Casa e Cozinha,523.47,2
TXN000279,2024-12-31,4770,Cafeteira,Casa e Cozinha,564.55,5
TXN000280,2023-05-24,2049,Garrafa Térmica,Esportes,482.58,5
TXN000281,2023-11-03,1117,Tênis De Corrida,Esportes,536.75,3
TXN000282,2024-05-01,2424,História,Livros,60.63,4
TXN000283,2024-08-20,4295,Teclado,Eletrônicos,782.39,5
TXN000284,2024-08-14,2827,Teclado,Eletrônicos,233.26,5
TXN000285,2024-01-25,1525,Camiseta,Roupas,297.57,1
TXN000286,2023-07-15,7912,Cortina,Casa e Cozinha,38.39,4
TXN000287,2024-12-08,7916,Cafeteira,Casa e Cozinha,377.82,1
TXN000288,2024-12-23,5422,Halter,Esportes,337.02,4
TXN000289,2024-06-22,2545,Autoajuda,Livros,53.68,5
TXN000290,2023-12-17,1152,Data Science,Livros,94.76,2
TXN000291,2023-09-10,4946,Corda De Pular,Esportes,42.54,3
TXN000292,2023-10-23,7304,Cortina,Casa e Cozinha,39.51,5
TXN000293,2023-10-08,9727,Mouse,Eletrônicos,1654.07,4
TXN000294,2023-12-20,4752,Ficção Científica,Livros,63.63,1
TXN000295,2023-12-21,8886,Aventura,Livros,32.15,5
TXN000296,2023-10-05,6718,Autoajuda,Livros,85.5,5
TXN000297,2023-09-03,3927,Tablet,Eletrônicos,1551.49,1
TXN000298,2023-04-13,4006,Aventura,Livros,44.14,2
TXN000299,2023-01-06,2638,Boné,Roupas,318.99,4
TXN000301,2023-04-02,8179,Camiseta,Roupas,44.81,2
TXN000302,2024-03-03,9830,Mouse,Eletrônicos,1086.14,2
TXN000303,2023-10-24,7873,Smartwatch,Eletrônicos,1104.24,1
TXN000304,2023-12-10,8962,Cafeteira,Casa e Cozinha,513.57,2
TXN000305,2024-05-31,3536,Programação Em Python,Livros,113.02,3
TXN000306,2023-06-16,5345,Autoajuda,Livros,146.74,3
TXN000307,2023-10-30,7054,Jaqueta,Roupas,267.82,4
TXN000308,2024-03-13,1651,Romance,Livros,58.6,1
TXN000309,2023-07-09,4598,Cortina,Casa e Cozinha,638.2,1
TXN000310,2023-09-25,7939,Casaco,Roupas,150.0,3
TXN000311,2023-11-06,5905,Bola De Futebol,Esportes,277.41,3
TXN000312,2024-12-10,8433,Fone De Ouvido,Eletrônicos,202.99,2
TXN000313,2024-02-20,2122,Romance,Livros,18.42,3
TXN000314,2024-01-12,9797,Jaqueta,Roupas,482.07,4
TXN000315,2024-09-12,4119,Cafeteira,Casa e Cozinha,670.42,2
TXN000316,2023-09-11,3045,Tênis De Corrida,Esportes,425.19,3
TXN000318,2023-07-27,8179,Tapete De Yoga,Esportes,124.64,5
TXN000319,2024-03-28,7065,Casaco,Roupas,95.09,5
TXN000320,2024-04-01,3547,Talheres,Casa e Cozinha,207.69,4
TXN000321,2024-07-31,4527,Tênis De Corrida,Esportes,340.81,3
TXN000322,2023-01-23,7596,Ficção Científica,Livros,111.47,5
TXN000323,2023-03-16,1106,Cortina,Casa e Cozinha,531.56,5
TXN000324,2023-03-03,6881,Liquidificador,Casa e Cozinha,231.15,2
TXN000325,2023-05-19,2235,Biografia,Livros,143.91,4
TXN000326,2024-01-20,3045,Tapete De Yoga,Esportes,449.29,3
TXN000327,2023-05-02,5304,Mochila,Esportes,343.75,2
TXN000328,2023-01-04,1488,Aventura,Livros,97.58,5
TXN000329,2024-03-10,5351,Cama,Casa e Cozinha,341.48,3
TXN000330,2023-06-08,1949,Calça Jeans,Roupas,138.91,4
TXN000331,2024-09-21,2424,Vestido,Roupas,190.87,5
TXN000332,2023-02-04,7570,Bola De Futebol,Esportes,460.76,1
TXN000333,2024-02-16,7658,Vestido,Roupas,26.91,1
TXN000334,2023-05-24,2122,Programação Em Python,Livros,30.67,5
TXN000335,2023-11-23,5956,Garrafa Térmica,Esportes,51.45,2
TXN000336,2024-11-07,9565,Boné,Roupas,39.55,1
TXN000337,2024-07-24,5040,Cafeteira,Casa e Cozinha,685.81,3
TXN000338,2024-10-20,6804,Garrafa Térmica,Esportes,429.6,4
TXN000339,2023-06-02,9645,Talheres,Casa e Cozinha,384.6,4
TXN000340,2023-09-04,6573,Autoajuda,Livros,28.21,1
TXN000341,2024-07-29,4006,Talheres,Casa e Cozinha,398.38,3
TXN000342,2023-07-28,1344,Teclado,Eletrônicos,973.27,1
TXN000344,2024-09-09,4611,Tablet,Eletrônicos,896.01,5
TXN000345,2024-11-18,3170,Casaco,Roupas,211.28,3
TXN000346,2023-11-07,9935,Vestido,Roupas,315.61,1
TXN000347,2024-05-05,3927,Halter,Esportes,390.18,2
TXN000348,2024-07-19,2982,Biografia,Livros,21.12,3
TXN000349,2023-11-12,1009,Aventura,Livros,65.57,4
TXN000350,2023-11-24,7916,História,Livros,99.49,5
TXN000351,2023-08-15,4752,Smartwatch,Eletrônicos,1031.12,5
TXN000352,2024-08-16,8579,Autoajuda,Livros,130.63,2
TXN000353,2024-01-24,5669,Casaco,Roupas,336.17,3
TXN000354,2023-09-21,9238,Cafeteira,Casa e Cozinha,138.72,3
TXN000355,2023-06-23,4598,Tênis De Corrida,Esportes,65.58,5
TXN000356,2024-10-19,6514,Bola De Futebol,Esportes,394.39,1
TXN000357,2024-11-15,3615,Mouse,Eletrônicos,101.7,2
TXN000358,2023-03-11,7572,Tablet,Eletrônicos,1192.26,3
TXN000359,2023-03-03,1936,Liquidificador,Casa e Cozinha,752.78,1
TXN000360,2024-07-18,3296,Smartphone,Eletrônicos,1172.17,3
TXN000361,2024-07-02,2133,Mouse,Eletrônicos,806.93,2
TXN000362,2023-04-20,4733,Tapete De Yoga,Esportes,394.89,5
TXN000363,2024-06-23,7126,Data Science,Livros,76.86,1
TXN000364,2024-01-18,4116,Cama,Casa e Cozinha,441.04,2
TXN000365,2023-11-04,3045,Fone De Ouvido,Eletrônicos,1885.86,4
TXN000366,2024-07-19,1958,Smartphone,Eletrônicos,802.9,1
TXN000367,2024-05-26,4872,Romance,Livros,144.76,1
TXN000368,2023-08-24,8668,Tênis De Corrida,Esportes,545.58,1
TXN000369,2024-12-01,2290,Bola De Futebol,Esportes,137.58,3
TXN000370,2023-01-17,7304,Tapete De Yoga,Esportes,64.88,4
TXN000371,2023-03-20,9645,Vestido,Roupas,68.37,4
TXN000372,2024-11-24,8491,Biografia,Livros,17.46,2
TXN000373,2024-12-06,9785,Garrafa Térmica,Esportes,79.3,4
TXN000374,2023-08-26,1711,Biografia,Livros,107.21,3
TXN000375,2023-01-31,6038,Cafeteira,Casa e Cozinha,66.24,5
TXN000376,2024-01-20,2528,Boné,Roupas,173.11,5
TXN000377,2023-10-30,2743,Fone De Ouvido,Eletrônicos,1697.51,4
TXN000378,2024-12-29,5386,Cortina,Casa e Cozinha,28.38,1
TXN000379,2023-01-06,4295,Cortina,Casa e Cozinha,653.43,1
TXN000380,2023-05-16,5803,Boné,Roupas,155.29,5
TXN000381,2024-06-08,9786,Smartphone,Eletrônicos,280.42,5
TXN000382,2023-04-06,4681,Liquidificador,Casa e Cozinha,560.42,4
TXN000383,2023-03-28,3170,Jaqueta,Roupas,321.89,2
TXN000384,2023-05-23,2832,Data Science,Livros,133.46,1
TXN000385,2023-06-21,4872,Biografia,Livros,114.23,1
TXN000386,2024-01-05,4258,Casaco,Roupas,405.67,2
TXN000387,2024-04-13,7227,Meias,Roupas,262.9,1
TXN000388,2024-02-10,4770,Mochila,Esportes,127.03,3
TXN000389,2024-03-26,4608,Talheres,Casa e Cozinha,602.99,5
TXN000390,2024-12-12,3504,Cortina,Casa e Cozinha,647.4,4
TXN000391,2023-11-23,3103,Cama,Casa e Cozinha,792.5,3
TXN000392,2024-02-07,3167,Tablet,Eletrônicos,854.6,5
TXN000393,2023-07-04,2638,Teclado,Eletrônicos,775.44,2
TXN000394,2024-03-24,3103,Mouse,Eletrônicos,1564.01,2
TXN000395,2024-10-10,4470,Meias,Roupas,183.59,4
TXN000396,2024-01-22,5333,Cafeteira,Casa e Cozinha,745.3,5
TXN000397,2024-06-02,5092,Bola De Futebol,Esportes,518.59,3
TXN000398,2024-12-19,3144,Luva De Boxe,Esportes,271.67,2
TXN000399,2024-11-04,4899,Camiseta,Roupas,380.42,4
TXN000400,2023-12-06,1241,Smartphone,Eletrônicos,1521.36,2
TXN000401,2024-06-06,7868,Halter,Esportes,84.3,4
TXN000402,2024-04-19,4044,Tênis,Roupas,453.23,4
TXN000403,2023-04-18,3705,Jogo De Panelas,Casa e Cozinha,409.15,2
TXN000404,2023-12-23,7537,Aventura,Livros,126.57,5
TXN000405,2024-05-09,6413,Jogo De Panelas,Casa e Cozinha,262.84,4
TXN000406,2023-11-23,2584,Ficção Científica,Livros,135.9,1
TXN000407,2023-01-24,4750,Carregador,Eletrônicos,808.94,2
